,Longitude,Latitude,Month,Season,DayofWeek,Workday,Hour,PRECIPITATION,MIN_TEMPERATURE,Target
377,-114.01583551846826,50.861335833591376,11,Summer,1,Weekday,9,0,3.4,0
94,-114.20142190082511,51.028668201802525,3,Summer,5,Weekday,20,0,-10.5,0
386,-113.9814639,51.05247848,6,Summer,6,Weekend,17,0,10.8,1
614,-114.06971257646613,51.20293185344777,1,Summer,2,Weekday,2,0,6.4,0
1308,-114.068609,51.00137711,1,Winter,1,Weekday,7,1,-11.6,1
1473,-114.0132449,51.13752241,4,Winter,6,Weekend,23,1,1.4,1
585,-114.1414344,51.10096036,9,Summer,4,Weekday,8,0,5.4,1
940,-114.01988711730091,51.14690749108368,10,Summer,0,Weekday,17,0,-1.3,0
1114,-113.9580723523812,51.10110086358029,8,Summer,6,Weekend,15,1,11.6,0
743,-114.10827532914192,51.085958886010346,8,Summer,4,Weekday,19,1,13.8,0
1212,-114.11803777201925,51.17357762478542,10,Summer,6,Weekend,12,1,5.5,0
989,-113.94737747142675,51.131601670327136,8,Summer,2,Weekday,18,0,6.6,0
303,-113.94849009538677,50.91170946118988,11,Winter,1,Weekday,17,1,4.7,0
817,-114.16880707883438,51.1163745502015,4,Winter,4,Weekday,23,1,-18.0,0
570,-114.0675503,51.05136647,9,Summer,4,Weekday,22,0,2.2,1
948,-114.11487156029635,51.00108699349907,10,Summer,4,Weekday,16,0,11.7,0
245,-114.03801894333833,51.05604549179414,9,Summer,1,Weekday,20,0,8.0,0
617,-114.0715804753953,51.15648053920007,12,Winter,1,Weekday,20,0,2.4,0
25,-114.05306185794998,51.0471566813253,10,Summer,1,Weekday,16,0,-4.8,1
900,-114.0687682,50.96863426,1,Winter,4,Weekday,17,1,-4.1,1
1138,-113.9796209,51.01763714,10,Summer,1,Weekday,17,0,-3.3,1
738,-114.0131626,51.09269728,12,Winter,5,Weekday,4,0,-6.0,1
429,-114.1002944101189,50.954633033439485,7,Summer,2,Weekday,9,1,9.7,0
208,-113.98194167238842,51.05671468526679,1,Winter,2,Weekday,11,0,-14.1,1
247,-113.97915305254315,51.07787902740591,11,Winter,4,Weekday,11,0,-1.7,1
1049,-114.0558846,51.04216391,3,Winter,6,Weekend,0,0,-29.1,1
695,-113.98536877237132,50.930586909935975,5,Summer,6,Weekend,12,1,6.4,0
917,-113.93669176467982,51.08147019463023,10,Summer,0,Weekday,8,0,-13.6,0
633,-113.9593053,50.8941573,6,Summer,2,Weekday,21,0,12.9,1
187,-114.06072866217468,51.043255360497774,1,Winter,1,Weekday,10,0,-16.0,1
1012,-114.0166110777665,51.154815117191525,8,Summer,6,Weekend,11,1,13.5,0
887,-114.2094496487725,51.0437765,5,Summer,4,Weekday,17,0,8.5,0
338,-113.97507761235896,51.059512190500655,8,Summer,0,Weekday,9,0,7.7,1
131,-114.0630035387351,51.045531975332864,6,Summer,1,Weekday,18,1,9.7,1
31,-114.07300046135668,51.0435673856892,10,Summer,5,Weekday,0,0,-0.6,1
624,-114.0586592,51.037833,7,Summer,5,Weekday,3,0,13.1,1
491,-114.12536862547076,51.057278360844066,7,Summer,6,Weekend,3,1,2.4,0
191,-113.9483291387081,50.88428324611762,10,Summer,1,Weekday,22,0,1.7,0
1365,-114.0340731514747,50.948667844799324,2,Winter,4,Weekday,15,1,9.7,0
417,-114.13277921806906,50.938235753042235,1,Winter,5,Weekday,23,0,15.7,0
402,-114.03833585404671,50.941927551807176,5,Summer,6,Weekend,18,0,5.7,0
1141,-114.0699068,51.00561332,10,Summer,0,Weekday,16,0,-2.3,1
444,-114.0578415,51.04919005,3,Winter,6,Weekend,21,0,-5.1,1
1226,-114.0208939,50.99774606,6,Summer,0,Weekday,18,1,5.0,1
213,-113.94865084534342,51.065605076539654,4,Winter,3,Weekday,10,0,-1.2,0
862,-113.974989,51.01593636,5,Winter,0,Weekday,18,0,7.1,1
451,-114.0848782,51.06964411,3,Winter,4,Weekday,17,0,-3.6,1
860,-114.08375929976546,51.092925403579216,12,Summer,3,Weekday,23,1,-0.2,0
627,-114.061690500275,50.86539864024777,8,Summer,0,Weekday,14,0,12.3,0
676,-114.0714812,51.04071489,3,Winter,0,Weekday,2,0,-2.1,1
91,-114.01341959571889,51.14316156420135,3,Winter,6,Weekend,15,1,13.4,0
1061,-114.11507787357088,51.00137995201127,1,Winter,2,Weekday,18,0,2.1,0
1030,-114.11119974101082,51.1324210315311,9,Summer,1,Weekday,21,0,7.7,0
35,-113.98192032098147,51.05952927102947,10,Summer,3,Weekday,11,0,4.7,1
112,-114.16426166810892,51.05817475647285,4,Winter,2,Weekday,12,0,-21.4,0
1441,-114.1063502,51.06690536,6,Summer,3,Weekday,0,1,10.9,1
507,-113.9585004,51.08588782,12,Winter,5,Weekday,15,0,-9.2,1
986,-113.9392201,51.08651253,10,Summer,4,Weekday,21,0,-8.2,1
1089,-114.2224634,51.1158745,12,Winter,0,Weekday,11,1,-13.4,1
1167,-114.20691767386624,51.130888941768745,1,Summer,5,Weekday,13,0,6.1,0
560,-114.08868796366883,51.14253455876451,6,Summer,6,Weekend,16,1,-14.4,0
961,-114.19744488182674,51.09241050923306,2,Winter,4,Weekday,18,0,9.8,0
71,-114.10558885475739,50.93864922583317,1,Winter,6,Weekend,18,0,12.9,0
55,-114.11367939875697,51.06476462411214,10,Summer,6,Weekend,1,1,10.8,0
856,-114.17201591108645,51.10960325901909,9,Summer,2,Weekday,9,0,9.4,0
300,-113.98352891264183,50.92757263790901,9,Summer,6,Weekend,11,1,12.0,0
785,-113.9641816,51.10213733,9,Summer,3,Weekday,13,1,7.7,1
720,-114.0251446,51.04099924,12,Winter,3,Weekday,17,0,0.4,1
475,-114.16627862084162,51.09020178824946,7,Summer,6,Weekend,15,1,16.7,0
594,-114.0705218,51.04351182,8,Summer,5,Weekday,2,0,6.9,1
1353,-114.0605788557874,51.008712225469665,10,Summer,6,Weekend,12,0,8.8,0
221,-114.09470349813613,51.05456836845187,12,Winter,5,Weekday,19,0,-12.8,1
1243,-114.03977245460919,50.993785523572924,3,Winter,2,Weekday,9,0,1.3,0
689,-114.0813779,51.05344489,2,Winter,4,Weekday,10,0,-29.8,1
1462,-114.1869799,51.12040159,5,Winter,1,Weekday,20,0,7.9,1
372,-113.98433842420845,50.99391874854755,7,Summer,3,Weekday,16,0,10.3,1
533,-114.11908686436291,51.15498428401997,7,Summer,1,Weekday,19,1,-14.9,0
276,-114.17952943187365,51.12406116076868,10,Summer,0,Weekday,10,0,1.9,1
364,-114.0783929634241,51.1055244320528,11,Winter,6,Weekend,16,1,8.5,0
51,-114.0159491344746,50.98504818594572,10,Summer,3,Weekday,18,0,-0.3,1
265,-114.04581508580455,51.106717188189364,10,Summer,6,Weekend,0,1,8.3,0
549,-114.06154311912131,50.904200220462776,9,Summer,0,Weekday,21,0,2.8,0
255,-114.04833659007039,51.07425186396079,1,Winter,5,Weekday,14,0,-5.0,0
1184,-114.08519424128843,51.082474237701064,11,Winter,4,Weekend,19,0,-10.0,0
581,-114.01792547524079,51.03761356288808,12,Winter,3,Weekday,17,1,3.4,0
1298,-114.02437078312884,51.16872780601792,1,Winter,5,Weekday,18,0,-6.3,0
1384,-114.0625131,51.06970837,9,Summer,6,Weekend,13,0,9.0,1
1442,-114.0685423,50.97775711,6,Summer,0,Weekday,18,0,9.7,1
811,-114.0540633,51.12099749,8,Summer,3,Weekday,9,0,8.5,1
1113,-114.0230293,50.93171597,12,Winter,3,Weekday,9,1,-19.5,1
434,-113.97832241101187,50.927403341119344,10,Summer,4,Weekday,21,0,11.8,0
414,-114.06478077452824,50.86335646226513,9,Summer,6,Weekend,18,0,9.7,0
951,-113.984747,51.08156018,11,Winter,0,Weekday,13,0,-8.0,1
399,-114.085207,51.02328346,6,Summer,0,Weekday,11,1,9.0,1
684,-114.0818009,51.05361639,2,Winter,2,Weekday,9,0,-11.3,1
652,-114.21153301108536,51.14515272917342,8,Summer,6,Weekend,20,0,15.0,0
993,-114.13065908532191,51.08998874170362,7,Winter,6,Weekday,18,0,-0.7,0
758,-114.1474502321854,51.052296327315915,7,Summer,4,Weekday,13,1,13.1,0
419,-113.98765410755996,50.99979894061228,10,Winter,1,Weekday,16,0,-9.1,0
1292,-114.1763858064898,51.05083712249882,10,Summer,6,Weekend,20,1,-2.8,0
248,-114.10051166764124,51.01470505375532,10,Summer,2,Weekday,16,0,16.9,0
69,-113.98195308117587,51.0853383173287,9,Summer,6,Weekend,5,0,9.6,1
379,-114.06566159704762,51.043395180614674,7,Summer,4,Weekday,16,0,10.7,1
1056,-114.11032855428252,51.09179247157668,12,Winter,1,Weekday,15,0,-8.4,0
1192,-114.0189666,51.05083545,8,Summer,5,Weekday,4,1,4.7,1
777,-114.04321802227585,50.90630620417754,8,Summer,3,Weekday,20,1,12.6,0
169,-114.12758864641759,51.02049896808114,9,Summer,3,Weekday,20,1,18.5,0
297,-114.16682462625307,51.07527342289223,10,Summer,5,Weekday,21,0,3.2,1
160,-114.0678270653301,50.903775894889925,5,Summer,5,Weekday,5,1,12.3,0
360,-114.07167772322305,50.99774634889705,8,Summer,4,Weekday,17,0,7.6,1
1108,-114.1852331,51.06262955,12,Winter,4,Weekday,15,1,-6.5,1
584,-114.1544201,51.09073177,9,Summer,4,Weekday,15,0,5.4,1
1371,-114.1132008,50.9691964,9,Summer,1,Weekday,10,0,8.5,1
179,-114.23016180585785,51.1489635023915,7,Summer,6,Weekend,15,0,-1.1,0
462,-114.0605032,51.04640854,2,Winter,0,Weekday,12,1,-24.7,1
1350,-113.9816957,51.03052225,10,Summer,3,Weekday,9,0,-6.6,1
527,-114.17348374907968,51.03281888853913,11,Summer,0,Weekday,21,0,-9.2,0
831,-114.0715289,51.12258538,7,Summer,1,Weekday,7,0,10.9,1
819,-114.1111648,50.9649956,8,Summer,3,Weekday,20,0,5.1,1
1434,-113.9418384,51.04854614,6,Summer,6,Weekend,23,0,8.5,1
1351,-114.0747798,51.13037356,10,Summer,3,Weekday,9,0,-6.6,1
513,-114.0586592,51.037833,11,Winter,6,Weekend,23,0,-5.0,1
1240,-114.0687682,50.96863427,5,Winter,6,Weekend,18,0,3.3,1
456,-114.0609662,51.03857437,3,Winter,2,Weekday,23,1,-7.9,1
516,-114.0947557,51.04326518,11,Winter,2,Weekday,19,0,-10.3,1
1259,-114.0891162,51.03930811,4,Winter,0,Weekday,1,0,-6.9,1
334,-113.93800801752732,51.06623241814497,9,Summer,5,Weekday,2,0,9.9,1
1001,-114.05923400265297,50.9942799004208,5,Summer,5,Weekday,10,0,11.0,0
890,-114.06652275331447,50.9866429660812,8,Summer,6,Weekend,17,1,14.3,0
298,-113.97329088294426,50.87331940869907,11,Winter,5,Weekday,21,1,1.7,0
1225,-113.91373661245366,50.88487406443063,1,Summer,4,Weekday,17,1,3.8,0
189,-114.08239713862133,51.056696026013995,2,Winter,4,Weekday,15,1,-1.1,0
1293,-114.0626847,51.05028259,2,Winter,1,Weekday,9,0,1.0,1
685,-114.0483483,51.05327417,2,Winter,0,Weekday,9,1,-1.4,1
1421,-114.19711697637459,51.040261730737114,9,Summer,6,Weekend,14,0,9.5,0
1194,-114.0611214,51.03783263,8,Summer,2,Weekday,8,1,8.0,1
1214,-114.09049183347734,51.04410390747947,8,Summer,6,Weekday,19,0,-4.1,0
1163,-113.9870633,51.04244723,10,Summer,4,Weekday,7,0,-0.9,1
716,-113.9524566,51.0986315,12,Winter,3,Weekday,23,0,-11.2,1
451,-114.0773187757907,51.17082636176242,8,Summer,3,Weekday,16,0,10.9,0
391,-114.12420958380547,50.95286696749317,11,Winter,3,Weekday,18,0,-13.3,0
389,-113.9819203,51.05952927,6,Summer,3,Weekday,15,0,7.9,1
335,-114.09272748789864,51.08739963210288,8,Summer,5,Weekday,15,1,14.5,0
1404,-113.9446776,51.11414501,8,Summer,1,Weekday,22,1,11.7,1
1472,-114.0715085,51.03057795,4,Winter,1,Weekday,19,0,-0.5,1
321,-113.94828708217187,51.124000720870015,9,Summer,0,Weekday,3,1,3.4,1
1209,-114.10852319582392,51.042452533944925,10,Winter,6,Weekend,9,0,-3.1,0
340,-114.22028672122522,51.115305341317054,12,Winter,1,Weekday,17,0,-3.2,0
1136,-114.11396501692911,51.03989342636126,2,Winter,1,Weekday,18,0,-7.4,0
1221,-114.0599508,51.07330738,6,Summer,3,Weekday,19,0,9.3,1
1238,-113.93539752394707,50.975965845451064,3,Summer,3,Weekday,17,0,8.7,0
80,-114.07432390333234,51.063625438441235,3,Winter,1,Weekday,11,0,-7.8,0
89,-114.09917625779111,51.04433380853152,9,Summer,5,Weekday,19,0,16.3,1
1245,-114.08072764359615,51.13788475789973,3,Winter,6,Weekend,5,0,14.8,0
870,-114.0248399,50.89503009,5,Winter,4,Weekday,20,1,2.5,1
1093,-114.0763121,51.04590827,12,Winter,3,Weekday,17,0,-3.5,1
190,-113.96137262047222,51.03792916406439,1,Winter,3,Weekday,12,0,-0.1,1
853,-113.9426668,51.11015939,5,Winter,5,Weekday,20,1,9.1,1
344,-114.17035902348543,51.17904944919496,2,Summer,1,Weekday,20,0,0.6,0
1291,-113.9085222574855,51.0422151,12,Winter,1,Weekday,22,0,-2.3,0
1151,-114.1015979,51.03782972,10,Summer,5,Weekday,17,0,-0.5,1
625,-114.1522782,51.07671023,7,Summer,4,Weekday,18,0,12.0,1
118,-114.03062155344496,50.87083972484993,11,Winter,2,Weekday,21,0,-3.6,0
116,-114.19363646045562,51.06715601533143,3,Winter,6,Weekend,10,0,-13.8,0
586,-114.0605032,51.04640854,9,Summer,2,Weekday,16,0,4.9,1
322,-114.21816047697934,51.014865852507874,10,Summer,5,Weekend,17,0,11.1,0
99,-114.05343586568905,50.91559901464816,2,Winter,1,Weekday,8,0,-16.8,0
1449,-114.1180236,50.969458,5,Winter,1,Weekday,16,0,7.1,1
417,-113.9582279,51.09146859,5,Winter,0,Weekday,11,1,0.7,1
1388,-113.9411471,51.13393616,9,Summer,4,Weekday,15,0,11.5,1
526,-114.00128601375002,50.97482036827872,10,Winter,3,Weekday,1,1,-11.3,0
990,-114.18751339418004,51.055878194036005,11,Summer,2,Weekday,20,0,11.4,0
942,-113.93984979202179,50.888337241208525,8,Summer,6,Weekend,1,0,-5.6,0
1486,-114.0132979,51.05960462,2,Winter,0,Weekday,8,1,-16.7,1
858,-114.17358484455004,51.11679790272592,8,Summer,5,Weekday,19,0,12.1,0
178,-114.05756697841512,51.01593187370711,2,Winter,4,Weekday,7,0,-7.5,1
1314,-113.9442838,51.09650005,12,Winter,2,Weekday,14,1,-4.8,1
831,-113.95828608420933,50.9347465791669,7,Summer,0,Weekday,9,0,11.4,0
464,-114.0603002,51.04925982,2,Winter,4,Weekday,21,1,-11.1,1
339,-113.99202010481591,51.04422333044606,11,Winter,2,Weekday,9,0,-6.3,0
463,-114.07151926733195,51.01180751458077,3,Winter,1,Weekday,17,0,-12.1,0
1116,-113.93771483850094,50.85403203281084,9,Winter,6,Weekend,13,1,9.5,0
833,-114.141175,51.10224835,7,Summer,0,Weekday,12,0,10.3,1
457,-113.958381,51.09982912,2,Winter,0,Weekday,22,0,-5.1,1
975,-114.22270268285901,51.08563567818613,8,Summer,0,Weekday,17,1,12.9,0
867,-114.1137673,50.91330593,5,Winter,4,Weekday,11,0,1.1,1
1328,-114.0654118,51.04656546,11,Winter,0,Weekday,6,0,-4.6,1
1022,-114.0599418,50.97951019,5,Winter,2,Weekday,15,1,2.5,1
57,-114.10668211870951,51.158395592186984,8,Summer,3,Weekday,20,1,13.8,0
554,-114.1184359,51.07427725,10,Summer,5,Weekday,23,0,4.2,1
14,-114.05544461034052,51.04820018186706,11,Winter,6,Weekend,19,0,-2.5,1
525,-114.15279317388313,51.07019177727699,11,Summer,3,Weekday,21,1,0.5,0
165,-113.93517675290654,51.08650819641152,3,Winter,0,Weekday,15,0,-11.5,1
480,-114.0946932,51.03498253,1,Winter,6,Weekend,11,0,-2.4,1
798,-114.0613395,50.96068759,9,Summer,4,Weekday,8,0,7.0,1
702,-114.0831484,50.97957221,1,Winter,3,Weekday,9,0,-12.0,1
1428,-114.09471,51.04041493,6,Summer,4,Weekday,20,1,8.1,1
456,-114.07064923164988,51.07060004840504,2,Winter,4,Weekday,9,0,4.3,0
544,-113.9829193,51.05213682,10,Summer,3,Weekday,19,0,-1.9,1
1370,-114.0947425,51.04231471,9,Summer,2,Weekday,10,1,4.3,1
946,-114.0856592,51.03702945,12,Winter,6,Weekend,1,0,-15.9,1
828,-113.95855459262991,51.01312201243124,1,Summer,6,Weekday,16,0,-7.0,0
1061,-114.1827838,51.06103908,1,Winter,1,Weekday,8,0,-15.0,1
891,-114.0370414247918,50.87830708260189,10,Summer,4,Weekday,17,1,-0.8,0
332,-114.1805766913275,51.0560616287068,11,Winter,4,Weekday,9,0,1.8,0
634,-114.0864864,51.09861997,6,Summer,2,Weekday,12,0,12.9,1
440,-114.0916889,51.03782209,3,Winter,2,Weekday,22,1,-5.4,1
141,-113.98380677412779,50.99114534040002,10,Winter,0,Weekday,10,1,2.3,0
1410,-113.9525084,51.10519127,7,Summer,6,Weekend,11,1,9.7,1
410,-114.03813127470396,51.11058408155576,12,Winter,5,Weekday,8,0,-20.8,0
772,-114.0664978,50.91520082,10,Summer,1,Weekday,12,0,-5.2,1
1418,-114.13512484282937,50.972329303175115,10,Winter,1,Weekday,20,1,-7.9,0
247,-114.18575268027246,51.042096612156975,4,Winter,1,Weekend,16,0,-12.6,0
375,-114.05458078367384,51.02769291385146,7,Summer,6,Weekend,21,0,10.5,1
1065,-114.07610593718121,51.130641445614145,5,Summer,6,Weekend,0,0,10.8,0
1494,-114.0839233,51.04295783,2,Winter,3,Weekday,17,1,-1.5,1
447,-114.11436701841784,51.02942666667812,2,Winter,5,Weekday,15,1,-10.4,0
1422,-114.0975797,51.01604753,6,Summer,2,Weekday,19,1,6.6,1
1268,-114.11817022495036,51.068373337135355,7,Summer,6,Weekend,22,1,6.3,0
794,-114.0947425,51.04231471,9,Summer,5,Weekday,16,0,8.1,1
792,-114.069643,50.90339321,9,Summer,6,Weekend,10,0,7.6,1
944,-114.1603709,51.01943875,12,Winter,1,Weekday,16,0,-4.7,1
1495,-114.09975671079168,51.155406518048615,4,Winter,3,Weekday,16,0,-32.9,0
562,-114.071512,51.04355743,10,Summer,0,Weekday,8,0,-2.1,1
1205,-113.93628217049947,50.914225693920564,2,Winter,1,Weekday,16,0,10.0,0
1407,-114.0675198,50.93957999,7,Summer,2,Weekday,22,0,10.2,1
1342,-114.08650788332726,50.96056255219262,10,Summer,1,Weekday,16,0,-1.7,0
1497,-113.97706132945287,50.934271783000185,11,Winter,1,Weekday,20,0,-21.5,0
710,-114.0946384052316,51.17978548951132,11,Winter,0,Weekend,11,0,-14.4,0
229,-114.14888832302844,51.16547641039368,12,Winter,2,Weekday,15,0,-13.9,1
1471,-113.9501258,51.12524604,4,Winter,1,Weekday,23,0,-0.5,1
1210,-114.1179455,51.16811327,7,Summer,3,Weekday,16,1,10.0,1
960,-114.15278367802372,51.05192191464447,7,Summer,3,Weekday,11,0,12.7,0
560,-113.9817102,51.02111581,10,Summer,2,Weekday,19,0,1.2,1
240,-114.1618376755232,51.13458803888453,8,Summer,5,Weekday,17,1,-0.2,0
910,-114.0607967,51.04230277,1,Winter,2,Weekday,14,1,-14.1,1
1134,-114.1354958,51.03005039,11,Winter,3,Weekday,8,0,-15.1,1
288,-113.94101169631209,51.11875796304791,9,Winter,2,Weekday,17,0,-7.0,0
1074,-113.9814581,51.07167707,1,Winter,3,Weekday,7,0,-11.9,1
176,-114.12515152649061,50.95700764157419,9,Summer,0,Weekday,7,1,-31.9,0
565,-113.95432376232594,51.083205466464875,9,Summer,1,Weekday,18,1,-1.5,0
1149,-114.0623519,51.1105494,10,Summer,0,Weekday,10,0,-3.8,1
1079,-114.060367,51.04831937,1,Winter,6,Weekend,8,0,-7.2,1
830,-114.0684685,51.03872924,7,Summer,5,Weekday,21,0,6.8,1
1260,-114.09471,51.03782418,4,Winter,2,Weekday,13,0,-12.8,1
1010,-114.13141248938811,51.06033947397827,7,Summer,5,Weekday,18,1,8.5,0
775,-114.11808210827094,51.06062655042853,7,Summer,4,Weekday,18,0,5.9,0
1022,-114.02593169973336,50.94763266555537,8,Summer,5,Weekday,19,0,-4.5,0
494,-113.94001032334972,50.88949051334863,9,Summer,4,Weekday,17,1,1.3,0
737,-113.9551327,51.0622659,12,Winter,5,Weekday,17,0,-6.0,1
1333,-113.9326568,50.91672404,11,Winter,2,Weekday,6,0,-10.9,1
668,-113.96998225077992,50.973270123581294,10,Summer,6,Weekend,2,0,11.3,0
307,-114.00215421570654,50.97101719917535,9,Summer,0,Weekday,16,0,4.7,1
510,-113.952598,51.15418797,12,Winter,2,Weekday,14,1,-0.6,1
1107,-113.99351108979414,50.99531076938226,4,Summer,0,Weekday,23,0,10.3,0
1314,-114.00175530200774,50.99614316330193,2,Summer,1,Weekday,20,1,12.8,0
174,-114.03301504508283,51.00821136845229,11,Winter,0,Weekday,19,1,8.1,0
28,-113.95801466553861,51.0841477792054,7,Summer,6,Weekend,20,1,3.2,0
1021,-114.18425160435774,51.14151962759116,8,Winter,3,Weekday,11,0,-9.9,0
74,-113.95659808241491,51.10314052439256,9,Summer,3,Weekday,8,0,5.2,1
53,-114.05550763576368,51.04723618327994,10,Summer,2,Weekday,14,1,1.9,1
1140,-113.98977424523854,50.90627341336836,7,Summer,0,Weekday,23,0,-7.9,0
865,-114.243708,51.10734377,5,Winter,6,Weekend,17,0,5.0,1
48,-114.086128408933,51.084627919867195,2,Winter,1,Weekday,10,0,-5.1,0
1217,-114.16628325607918,51.154165054877495,9,Summer,3,Weekday,21,0,15.9,0
412,-113.99904871935523,50.90614289186485,11,Summer,4,Weekday,18,1,1.8,0
567,-114.0642087,51.04651839,9,Summer,1,Weekday,16,0,7.5,1
729,-114.05342651958034,50.97253885737875,7,Summer,3,Weekday,17,0,8.0,0
1407,-114.24363111895111,51.0897728597664,8,Summer,4,Weekday,10,0,13.4,0
1379,-114.18850971352725,51.0623499239032,11,Winter,5,Weekday,10,1,-17.0,0
924,-113.97607199063184,51.01220288962808,5,Summer,4,Weekend,16,1,11.1,0
867,-113.98063525501058,50.937696486147374,10,Summer,6,Weekend,1,1,5.5,0
1191,-113.97054967826614,50.880514630181274,1,Winter,3,Weekday,19,1,-9.3,0
292,-114.07342596813442,51.10615751419582,10,Summer,1,Weekday,16,0,11.9,0
284,-113.97115390148798,51.050192371975285,4,Winter,2,Weekday,17,1,-3.0,0
787,-114.1332197,50.94146193,9,Summer,2,Weekday,8,0,1.7,1
206,-114.0947969962505,51.0665903698464,3,Winter,4,Weekday,16,1,1.7,0
912,-114.17943887293968,51.14065846924638,10,Summer,1,Weekday,18,0,6.0,0
840,-114.0474638,50.90633812,7,Summer,2,Weekday,16,1,9.3,1
330,-113.9691933375571,50.91199145235763,11,Winter,4,Weekday,19,0,2.7,0
156,-114.0946923805352,51.02400252859563,4,Winter,3,Weekday,16,0,-6.6,1
783,-114.05707764683036,50.98216838483738,2,Winter,6,Weekend,17,0,4.4,0
802,-114.003105,51.0360829,9,Summer,6,Weekend,15,1,5.0,1
606,-114.1083802052492,50.91203521069087,1,Winter,1,Weekday,8,0,13.6,0
1006,-113.98789964174178,51.05700979817451,8,Winter,2,Weekday,16,0,-4.0,0
404,-113.9449446,51.12614106,6,Summer,2,Weekday,12,0,8.2,1
1171,-114.16301698731459,51.13347997157247,8,Summer,5,Weekday,13,0,9.1,0
159,-113.95570722846104,51.05323100486341,4,Winter,5,Weekday,20,0,0.3,1
593,-114.06481304350196,51.00871675421618,11,Winter,6,Weekday,1,1,7.3,0
342,-114.08347289021128,51.04989867598871,8,Summer,1,Weekday,21,1,14.3,1
581,-114.0741227,51.14844323,9,Summer,1,Weekday,18,0,6.0,1
1115,-114.0715078,51.03974686,11,Winter,2,Weekday,18,0,-2.5,1
973,-114.0561364,51.06682186,10,Summer,6,Weekend,9,1,-6.5,1
1397,-113.97284398614362,51.02872025778418,1,Winter,3,Weekday,18,0,-4.6,0
556,-113.9418384,51.05206795,10,Summer,1,Weekday,17,0,-7.5,1
1057,-114.0947098,51.03851,2,Winter,0,Weekday,8,0,-27.8,1
73,-113.97149381323631,50.93785063999941,9,Summer,1,Weekday,8,0,9.7,0
398,-113.9714352,51.04093634,6,Summer,1,Weekday,13,1,8.7,1
575,-114.1091107,50.90129064,9,Summer,1,Weekday,8,0,3.1,1
210,-114.1324830734943,51.15701117821711,2,Winter,0,Weekday,13,1,5.9,0
230,-114.01343908066868,51.06890750530912,12,Winter,2,Weekday,15,0,-13.9,1
1424,-114.0735751,51.04963438,6,Summer,2,Weekday,14,1,6.6,1
541,-114.0611858,51.03693623,10,Summer,4,Weekday,18,1,-1.6,1
631,-114.11203354962801,50.92129217759578,2,Summer,0,Weekday,10,0,10.5,0
818,-114.0792722,51.03903292,8,Summer,4,Weekday,13,1,5.0,1
1126,-114.03948819746371,51.11634993029455,5,Winter,5,Weekday,11,0,8.1,0
518,-114.17746766686949,51.009890018497266,2,Summer,6,Weekend,15,1,13.6,0
1043,-114.0624355,51.10721644,3,Winter,6,Weekend,11,0,-7.0,1
577,-113.90760828457626,50.92144707356387,3,Winter,4,Weekday,10,1,-4.6,0
1324,-114.0751332,50.9214025,12,Winter,4,Weekday,13,1,-4.4,1
573,-114.061792,51.03688989,9,Summer,3,Weekday,14,0,1.7,1
810,-114.0714008647686,51.170190008656654,11,Winter,1,Weekday,17,0,-3.3,0
1460,-114.11925618921494,50.922880032703745,11,Summer,1,Weekday,9,1,3.6,0
1401,-114.0735884,51.11770382,8,Summer,5,Weekday,0,0,9.3,1
219,-114.06093384810862,51.04041530538935,1,Winter,6,Weekend,15,0,-9.2,1
1262,-113.911902026405,51.00203691530425,10,Summer,3,Weekday,12,1,-4.1,0
888,-114.01915466898797,51.02894530717882,9,Summer,6,Weekend,0,0,0.6,0
323,-114.13668369728644,51.01351168954418,9,Summer,5,Weekday,18,0,6.3,1
231,-113.99531956678831,50.97902447674818,8,Winter,4,Weekday,16,0,0.5,0
143,-114.09470909459486,51.04136757381513,5,Winter,2,Weekday,12,0,9.9,1
213,-113.98195652456803,51.07758759872442,1,Winter,4,Weekday,16,0,-7.6,1
1037,-113.9819635,51.08496552,3,Winter,0,Weekday,9,0,-1.9,1
410,-113.9449446,51.12614106,5,Winter,1,Weekday,16,0,5.3,1
1363,-113.9273217,51.10805996,10,Summer,6,Weekend,18,0,-3.6,1
788,-113.93671120687273,51.07902005320843,2,Winter,5,Weekday,21,1,0.1,0
387,-114.0835723,51.10912784,6,Summer,5,Weekday,11,1,12.1,1
1429,-114.0937859,51.03783121,6,Summer,4,Weekday,1,1,8.1,1
634,-113.97085991686217,51.049750981560706,11,Summer,4,Weekday,9,0,4.2,0
912,-113.9585038,51.07400148,1,Winter,6,Weekend,14,1,-11.9,1
170,-114.0888425815445,51.04309704168677,3,Winter,3,Weekday,16,0,-20.6,1
